X,survey_name,scale_name,scored_scale,pID,score,n_items,n_missing,method,measure,score_std
400,LP2 well-being prediction,PWB,environmental_mastery,WBP184,2.66666666666667,3,0,mean,PWB environmental_mastery,-1.83076146629562
401,LP2 well-being prediction,PWB,environmental_mastery,WBP185,5.33333333333333,3,0,mean,PWB environmental_mastery,0.562245957122557
402,LP2 well-being prediction,PWB,environmental_mastery,WBP186,3,3,0,mean,PWB environmental_mastery,-1.53163553836835
403,LP2 well-being prediction,PWB,environmental_mastery,WBP187,2.66666666666667,3,0,mean,PWB environmental_mastery,-1.83076146629562
404,LP2 well-being prediction,PWB,environmental_mastery,WBP188,5.83333333333333,6,0,mean,PWB environmental_mastery,1.01093484901347
405,LP2 well-being prediction,PWB,environmental_mastery,WBP189,5.33333333333333,3,0,mean,PWB environmental_mastery,0.562245957122557
406,LP2 well-being prediction,PWB,environmental_mastery,WBP190,6.33333333333333,3,0,mean,PWB environmental_mastery,1.45962374090438
407,LP2 well-being prediction,PWB,environmental_mastery,WBP191,4.33333333333333,3,0,mean,PWB environmental_mastery,-0.335131826659263
408,LP2 well-being prediction,PWB,environmental_mastery,WBP192,6.33333333333333,3,0,mean,PWB environmental_mastery,1.45962374090438
409,LP2 well-being prediction,PWB,environmental_mastery,WBP193,6.33333333333333,3,0,mean,PWB environmental_mastery,1.45962374090438
410,LP2 well-being prediction,PWB,environmental_mastery,WBP194,3,3,0,mean,PWB environmental_mastery,-1.53163553836835
411,LP2 well-being prediction,PWB,environmental_mastery,WBP195,4.33333333333333,3,0,mean,PWB environmental_mastery,-0.335131826659263
412,LP2 well-being prediction,PWB,environmental_mastery,WBP196,3.66666666666667,3,0,mean,PWB environmental_mastery,-0.933383682513804
413,LP2 well-being prediction,PWB,environmental_mastery,WBP197,4.33333333333333,3,0,mean,PWB environmental_mastery,-0.335131826659263
414,LP2 well-being prediction,PWB,environmental_mastery,WBP198,3,3,0,mean,PWB environmental_mastery,-1.53163553836835
415,LP2 well-being prediction,PWB,environmental_mastery,WBP199,5.66666666666667,3,0,mean,PWB environmental_mastery,0.861371885049836
416,LP2 well-being prediction,PWB,environmental_mastery,WBP200,4.66666666666667,3,0,mean,PWB environmental_mastery,-0.0360058987319842
417,LP2 well-being prediction,PWB,environmental_mastery,WBP201,4.33333333333333,3,0,mean,PWB environmental_mastery,-0.335131826659263
418,LP2 well-being prediction,PWB,environmental_mastery,WBP202,4,3,0,mean,PWB environmental_mastery,-0.634257754586534
419,LP2 well-being prediction,PWB,environmental_mastery,WBP203,6.33333333333333,3,0,mean,PWB environmental_mastery,1.45962374090438
420,LP2 well-being prediction,PWB,environmental_mastery,WBP204,5,3,0,mean,PWB environmental_mastery,0.263120029195286
421,LP2 well-being prediction,PWB,environmental_mastery,WBP205,2.33333333333333,3,0,mean,PWB environmental_mastery,-2.1298873942229
422,LP2 well-being prediction,PWB,environmental_mastery,WBP206,4.33333333333333,3,0,mean,PWB environmental_mastery,-0.335131826659263
423,LP2 well-being prediction,PWB,environmental_mastery,WBP207,5,3,0,mean,PWB environmental_mastery,0.263120029195286
424,LP2 well-being prediction,PWB,environmental_mastery,WBP208,3.33333333333333,3,0,mean,PWB environmental_mastery,-1.23250961044108
425,LP2 well-being prediction,PWB,environmental_mastery,WBP209,4.66666666666667,3,0,mean,PWB environmental_mastery,-0.0360058987319842
426,LP2 well-being prediction,PWB,environmental_mastery,WBP210,4.66666666666667,3,0,mean,PWB environmental_mastery,-0.0360058987319842
427,LP2 well-being prediction,PWB,environmental_mastery,WBP211,5,3,0,mean,PWB environmental_mastery,0.263120029195286
428,LP2 well-being prediction,PWB,environmental_mastery,WBP212,4.33333333333333,3,0,mean,PWB environmental_mastery,-0.335131826659263
429,LP2 well-being prediction,PWB,environmental_mastery,WBP213,2,3,0,mean,PWB environmental_mastery,-2.42901332215017
430,LP2 well-being prediction,PWB,environmental_mastery,WBP214,6,3,0,mean,PWB environmental_mastery,1.16049781297711
431,LP2 well-being prediction,PWB,environmental_mastery,WBP215,6,3,0,mean,PWB environmental_mastery,1.16049781297711
432,LP2 well-being prediction,PWB,environmental_mastery,WBP216,7,3,0,mean,PWB environmental_mastery,2.05787559675893
433,LP2 well-being prediction,PWB,mean,WBP001,5.16666666666667,18,0,mean,PWB mean,-0.147758118207487
434,LP2 well-being prediction,PWB,mean,WBP002,5.94444444444444,18,0,mean,PWB mean,0.894996956376995
435,LP2 well-being prediction,PWB,mean,WBP003,4.72222222222222,18,0,mean,PWB mean,-0.743618160827204
436,LP2 well-being prediction,PWB,mean,WBP004,4.38888888888889,18,0,mean,PWB mean,-1.19051319279198
437,LP2 well-being prediction,PWB,mean,WBP005,5.33333333333333,18,0,mean,PWB mean,0.0756893977748958
438,LP2 well-being prediction,PWB,mean,WBP006,5.27777777777778,18,0,mean,PWB mean,0.00120689244743949
439,LP2 well-being prediction,PWB,mean,WBP007,4.38888888888889,18,0,mean,PWB mean,-1.19051319279198
440,LP2 well-being prediction,PWB,mean,WBP008,6.38888888888889,18,0,mean,PWB mean,1.49085699899671
441,LP2 well-being prediction,PWB,mean,WBP009,5.5,18,0,mean,PWB mean,0.299136913757291
442,LP2 well-being prediction,PWB,mean,WBP010,6.22222222222222,18,0,mean,PWB mean,1.26740948301432
443,LP2 well-being prediction,PWB,mean,WBP011,4.66666666666667,18,0,mean,PWB mean,-0.818100666154661
444,LP2 well-being prediction,PWB,mean,WBP012,5.88888888888889,18,0,mean,PWB mean,0.820514451049538
445,LP2 well-being prediction,PWB,mean,WBP013,5.44444444444444,18,0,mean,PWB mean,0.224654408429821
446,LP2 well-being prediction,PWB,mean,WBP014,5.44444444444444,18,0,mean,PWB mean,0.224654408429821
447,LP2 well-being prediction,PWB,mean,WBP015,5.22222222222222,18,0,mean,PWB mean,-0.0732756128800311
448,LP2 well-being prediction,PWB,mean,WBP016,4.94444444444444,36,0,mean,PWB mean,-0.445688139517352
449,LP2 well-being prediction,PWB,mean,WBP017,5.05555555555556,18,0,mean,PWB mean,-0.296723128862413
450,LP2 well-being prediction,PWB,mean,WBP018,4.72222222222222,18,0,mean,PWB mean,-0.743618160827204
451,LP2 well-being prediction,PWB,mean,WBP019,5.55555555555556,18,0,mean,PWB mean,0.37361941908476
452,LP2 well-being prediction,PWB,mean,WBP020,5.66666666666667,18,0,mean,PWB mean,0.522584429739686
453,LP2 well-being prediction,PWB,mean,WBP021,4.11111111111111,18,0,mean,PWB mean,-1.5629257194293
454,LP2 well-being prediction,PWB,mean,WBP022,6.05555555555556,36,0,mean,PWB mean,1.04396196703193
455,LP2 well-being prediction,PWB,mean,WBP023,6.22222222222222,18,0,mean,PWB mean,1.26740948301432
456,LP2 well-being prediction,PWB,mean,WBP024,5.16666666666667,36,0,mean,PWB mean,-0.147758118207487
457,LP2 well-being prediction,PWB,mean,WBP025,5.05555555555556,18,0,mean,PWB mean,-0.296723128862413
458,LP2 well-being prediction,PWB,mean,WBP026,5.77777777777778,18,0,mean,PWB mean,0.671549440394613
459,LP2 well-being prediction,PWB,mean,WBP027,5.61111111111111,18,0,mean,PWB mean,0.448101924412217
460,LP2 well-being prediction,PWB,mean,WBP028,5.33333333333333,18,0,mean,PWB mean,0.0756893977748958
461,LP2 well-being prediction,PWB,mean,WBP029,4.88888888888889,18,0,mean,PWB mean,-0.520170644844808
462,LP2 well-being prediction,PWB,mean,WBP030,3.72222222222222,18,0,mean,PWB mean,-2.08430325672155
463,LP2 well-being prediction,PWB,mean,WBP031,5.61111111111111,18,0,mean,PWB mean,0.448101924412217
464,LP2 well-being prediction,PWB,mean,WBP032,5.11111111111111,18,0,mean,PWB mean,-0.222240623534957
465,LP2 well-being prediction,PWB,mean,WBP033,6.38888888888889,18,0,mean,PWB mean,1.49085699899671
466,LP2 well-being prediction,PWB,mean,WBP034,6.11111111111111,18,0,mean,PWB mean,1.11844447235939
467,LP2 well-being prediction,PWB,mean,WBP035,4.05555555555556,18,0,mean,PWB mean,-1.63740822475676
468,LP2 well-being prediction,PWB,mean,WBP036,5.94444444444444,18,0,mean,PWB mean,0.894996956376995
469,LP2 well-being prediction,PWB,mean,WBP037,4.44444444444444,18,0,mean,PWB mean,-1.11603068746453
470,LP2 well-being prediction,PWB,mean,WBP038,6.22222222222222,18,0,mean,PWB mean,1.26740948301432
471,LP2 well-being prediction,PWB,mean,WBP039,5.83333333333333,18,0,mean,PWB mean,0.746031945722069
472,LP2 well-being prediction,PWB,mean,WBP040,5.61111111111111,18,0,mean,PWB mean,0.448101924412217
473,LP2 well-being prediction,PWB,mean,WBP041,5,18,0,mean,PWB mean,-0.371205634189882
474,LP2 well-being prediction,PWB,mean,WBP042,6.16666666666667,18,0,mean,PWB mean,1.19292697768686
475,LP2 well-being prediction,PWB,mean,WBP043,5.55555555555556,18,0,mean,PWB mean,0.37361941908476
476,LP2 well-being prediction,PWB,mean,WBP044,5.38888888888889,18,0,mean,PWB mean,0.150171903102365
477,LP2 well-being prediction,PWB,mean,WBP045,5.11111111111111,18,0,mean,PWB mean,-0.222240623534957
478,LP2 well-being prediction,PWB,mean,WBP046,5.55555555555556,18,0,mean,PWB mean,0.37361941908476
479,LP2 well-being prediction,PWB,mean,WBP047,5.83333333333333,18,0,mean,PWB mean,0.746031945722069
480,LP2 well-being prediction,PWB,mean,WBP048,4.22222222222222,18,0,mean,PWB mean,-1.41396070877438
481,LP2 well-being prediction,PWB,mean,WBP049,5.75,36,0,mean,PWB mean,0.634308187730877
482,LP2 well-being prediction,PWB,mean,WBP050,5.5,18,0,mean,PWB mean,0.299136913757291
483,LP2 well-being prediction,PWB,mean,WBP051,6.11111111111111,18,0,mean,PWB mean,1.11844447235939
484,LP2 well-being prediction,PWB,mean,WBP052,5.38888888888889,18,0,mean,PWB mean,0.150171903102365
485,LP2 well-being prediction,PWB,mean,WBP053,5.22222222222222,18,0,mean,PWB mean,-0.0732756128800311
486,LP2 well-being prediction,PWB,mean,WBP054,5.66666666666667,18,0,mean,PWB mean,0.522584429739686
487,LP2 well-being prediction,PWB,mean,WBP055,5.22222222222222,18,0,mean,PWB mean,-0.0732756128800311
488,LP2 well-being prediction,PWB,mean,WBP056,4.94444444444444,18,0,mean,PWB mean,-0.445688139517352
489,LP2 well-being prediction,PWB,mean,WBP057,5.05555555555556,18,0,mean,PWB mean,-0.296723128862413
490,LP2 well-being prediction,PWB,mean,WBP058,5.77777777777778,18,0,mean,PWB mean,0.671549440394613
491,LP2 well-being prediction,PWB,mean,WBP059,5.55555555555556,18,0,mean,PWB mean,0.37361941908476
492,LP2 well-being prediction,PWB,mean,WBP060,4.83333333333333,18,0,mean,PWB mean,-0.594653150172277
493,LP2 well-being prediction,PWB,mean,WBP061,4.33333333333333,18,0,mean,PWB mean,-1.26499569811945
494,LP2 well-being prediction,PWB,mean,WBP062,5.55555555555556,18,0,mean,PWB mean,0.37361941908476
495,LP2 well-being prediction,PWB,mean,WBP063,4.55555555555556,18,0,mean,PWB mean,-0.967065676809586
496,LP2 well-being prediction,PWB,mean,WBP064,5.94444444444444,18,0,mean,PWB mean,0.894996956376995
497,LP2 well-being prediction,PWB,mean,WBP065,5.83333333333333,18,0,mean,PWB mean,0.746031945722069
498,LP2 well-being prediction,PWB,mean,WBP066,6.05555555555556,18,0,mean,PWB mean,1.04396196703193
499,LP2 well-being prediction,PWB,mean,WBP067,3.44444444444444,18,0,mean,PWB mean,-2.45671578335887
500,LP2 well-being prediction,PWB,mean,WBP068,5.94444444444444,18,0,mean,PWB mean,0.894996956376995
501,LP2 well-being prediction,PWB,mean,WBP069,4.33333333333333,18,0,mean,PWB mean,-1.26499569811945
502,LP2 well-being prediction,PWB,mean,WBP070,5.83333333333333,18,0,mean,PWB mean,0.746031945722069
503,LP2 well-being prediction,PWB,mean,WBP071,5.05555555555556,18,0,mean,PWB mean,-0.296723128862413
504,LP2 well-being prediction,PWB,mean,WBP072,5.33333333333333,18,0,mean,PWB mean,0.0756893977748958
505,LP2 well-being prediction,PWB,mean,WBP073,5.33333333333333,18,0,mean,PWB mean,0.0756893977748958
506,LP2 well-being prediction,PWB,mean,WBP074,4.94444444444444,18,0,mean,PWB mean,-0.445688139517352
507,LP2 well-being prediction,PWB,mean,WBP075,6.38888888888889,18,0,mean,PWB mean,1.49085699899671
508,LP2 well-being prediction,PWB,mean,WBP076,4.44444444444444,18,0,mean,PWB mean,-1.11603068746453
509,LP2 well-being prediction,PWB,mean,WBP077,5.16666666666667,18,0,mean,PWB mean,-0.147758118207487
510,LP2 well-being prediction,PWB,mean,WBP078,5.61111111111111,18,0,mean,PWB mean,0.448101924412217
511,LP2 well-being prediction,PWB,mean,WBP079,3.83333333333333,18,0,mean,PWB mean,-1.93533824606662
512,LP2 well-being prediction,PWB,mean,WBP080,5.16666666666667,18,0,mean,PWB mean,-0.147758118207487
513,LP2 well-being prediction,PWB,mean,WBP081,5.22222222222222,18,0,mean,PWB mean,-0.0732756128800311
514,LP2 well-being prediction,PWB,mean,WBP082,5.16666666666667,18,0,mean,PWB mean,-0.147758118207487
515,LP2 well-being prediction,PWB,mean,WBP083,4.05555555555556,18,0,mean,PWB mean,-1.63740822475676
516,LP2 well-being prediction,PWB,mean,WBP084,4.66666666666667,18,0,mean,PWB mean,-0.818100666154661
517,LP2 well-being prediction,PWB,mean,WBP085,6.5,18,0,mean,PWB mean,1.63982200965164
518,LP2 well-being prediction,PWB,mean,WBP086,5.5,18,0,mean,PWB mean,0.299136913757291
519,LP2 well-being prediction,PWB,mean,WBP087,6.05555555555556,18,0,mean,PWB mean,1.04396196703193
520,LP2 well-being prediction,PWB,mean,WBP088,5.88888888888889,18,0,mean,PWB mean,0.820514451049538
521,LP2 well-being prediction,PWB,mean,WBP089,6,18,0,mean,PWB mean,0.969479461704464
522,LP2 well-being prediction,PWB,mean,WBP090,5.72222222222222,18,0,mean,PWB mean,0.597066935067142
523,LP2 well-being prediction,PWB,mean,WBP091,6.05555555555556,18,0,mean,PWB mean,1.04396196703193
524,LP2 well-being prediction,PWB,mean,WBP092,4.27777777777778,18,0,mean,PWB mean,-1.33947820344691
525,LP2 well-being prediction,PWB,mean,WBP093,4.72222222222222,18,0,mean,PWB mean,-0.743618160827204
526,LP2 well-being prediction,PWB,mean,WBP094,5.11111111111111,18,0,mean,PWB mean,-0.222240623534957
527,LP2 well-being prediction,PWB,mean,WBP095,5.77777777777778,36,0,mean,PWB mean,0.671549440394613
528,LP2 well-being prediction,PWB,mean,WBP096,4.94444444444444,18,0,mean,PWB mean,-0.445688139517352
529,LP2 well-being prediction,PWB,mean,WBP097,6.61111111111111,18,0,mean,PWB mean,1.78878702030656
530,LP2 well-being prediction,PWB,mean,WBP098,6.36111111111111,36,0,mean,PWB mean,1.45361574633298
531,LP2 well-being prediction,PWB,mean,WBP099,4.77777777777778,18,0,mean,PWB mean,-0.669135655499734
532,LP2 well-being prediction,PWB,mean,WBP100,5.5,18,0,mean,PWB mean,0.299136913757291
533,LP2 well-being prediction,PWB,mean,WBP101,5.94444444444444,18,0,mean,PWB mean,0.894996956376995
534,LP2 well-being prediction,PWB,mean,WBP102,4.27777777777778,18,0,mean,PWB mean,-1.33947820344691
535,LP2 well-being prediction,PWB,mean,WBP103,4.75,36,0,mean,PWB mean,-0.706376908163469
536,LP2 well-being prediction,PWB,mean,WBP104,5.38888888888889,18,0,mean,PWB mean,0.150171903102365
537,LP2 well-being prediction,PWB,mean,WBP105,4.94444444444444,18,0,mean,PWB mean,-0.445688139517352
538,LP2 well-being prediction,PWB,mean,WBP106,5.94444444444444,18,0,mean,PWB mean,0.894996956376995
539,LP2 well-being prediction,PWB,mean,WBP107,5.5,18,0,mean,PWB mean,0.299136913757291
540,LP2 well-being prediction,PWB,mean,WBP108,3.5,18,0,mean,PWB mean,-2.3822332780314
541,LP2 well-being prediction,PWB,mean,WBP109,4.05555555555556,18,0,mean,PWB mean,-1.63740822475676
542,LP2 well-being prediction,PWB,mean,WBP110,4.80555555555556,36,0,mean,PWB mean,-0.631894402836
543,LP2 well-being prediction,PWB,mean,WBP111,5.97222222222222,36,0,mean,PWB mean,0.932238209040729
544,LP2 well-being prediction,PWB,mean,WBP112,4.44444444444444,18,0,mean,PWB mean,-1.11603068746453
545,LP2 well-being prediction,PWB,mean,WBP113,5.66666666666667,18,0,mean,PWB mean,0.522584429739686
546,LP2 well-being prediction,PWB,mean,WBP114,4.83333333333333,18,0,mean,PWB mean,-0.594653150172277
547,LP2 well-being prediction,PWB,mean,WBP115,6.38888888888889,18,0,mean,PWB mean,1.49085699899671
548,LP2 well-being prediction,PWB,mean,WBP116,5,18,0,mean,PWB mean,-0.371205634189882
549,LP2 well-being prediction,PWB,mean,WBP117,6.38888888888889,18,0,mean,PWB mean,1.49085699899671
550,LP2 well-being prediction,PWB,mean,WBP118,6.05555555555556,18,0,mean,PWB mean,1.04396196703193
551,LP2 well-being prediction,PWB,mean,WBP119,5.72222222222222,18,0,mean,PWB mean,0.597066935067142
552,LP2 well-being prediction,PWB,mean,WBP120,4.72222222222222,18,0,mean,PWB mean,-0.743618160827204
553,LP2 well-being prediction,PWB,mean,WBP121,5.72222222222222,18,0,mean,PWB mean,0.597066935067142
554,LP2 well-being prediction,PWB,mean,WBP122,4.33333333333333,18,0,mean,PWB mean,-1.26499569811945
555,LP2 well-being prediction,PWB,mean,WBP123,4.77777777777778,18,0,mean,PWB mean,-0.669135655499734
556,LP2 well-being prediction,PWB,mean,WBP124,6.38888888888889,18,0,mean,PWB mean,1.49085699899671
557,LP2 well-being prediction,PWB,mean,WBP125,4.44444444444444,18,0,mean,PWB mean,-1.11603068746453
558,LP2 well-being prediction,PWB,mean,WBP126,6.33333333333333,18,0,mean,PWB mean,1.41637449366924
559,LP2 well-being prediction,PWB,mean,WBP127,6.66666666666667,18,0,mean,PWB mean,1.86326952563403
560,LP2 well-being prediction,PWB,mean,WBP128,4.5,18,0,mean,PWB mean,-1.04154818213706
561,LP2 well-being prediction,PWB,mean,WBP129,6.44444444444444,18,0,mean,PWB mean,1.56533950432417
562,LP2 well-being prediction,PWB,mean,WBP130,4.33333333333333,18,0,mean,PWB mean,-1.26499569811945
563,LP2 well-being prediction,PWB,mean,WBP131,4.88888888888889,18,0,mean,PWB mean,-0.520170644844808
564,LP2 well-being prediction,PWB,mean,WBP132,5.94444444444444,18,0,mean,PWB mean,0.894996956376995
565,LP2 well-being prediction,PWB,mean,WBP133,3.88888888888889,18,0,mean,PWB mean,-1.86085574073915
566,LP2 well-being prediction,PWB,mean,WBP134,6.33333333333333,18,0,mean,PWB mean,1.41637449366924
567,LP2 well-being prediction,PWB,mean,WBP135,5.83333333333333,18,0,mean,PWB mean,0.746031945722069
568,LP2 well-being prediction,PWB,mean,WBP136,6.11111111111111,18,0,mean,PWB mean,1.11844447235939
569,LP2 well-being prediction,PWB,mean,WBP137,6.33333333333333,18,0,mean,PWB mean,1.41637449366924
570,LP2 well-being prediction,PWB,mean,WBP138,5.83333333333333,18,0,mean,PWB mean,0.746031945722069
571,LP2 well-being prediction,PWB,mean,WBP139,5.55555555555556,18,0,mean,PWB mean,0.37361941908476
572,LP2 well-being prediction,PWB,mean,WBP140,5.33333333333333,18,0,mean,PWB mean,0.0756893977748958
573,LP2 well-being prediction,PWB,mean,WBP141,4.94444444444444,18,0,mean,PWB mean,-0.445688139517352
574,LP2 well-being prediction,PWB,mean,WBP142,5.5,18,0,mean,PWB mean,0.299136913757291
575,LP2 well-being prediction,PWB,mean,WBP143,4.61111111111111,18,0,mean,PWB mean,-0.89258317148213
576,LP2 well-being prediction,PWB,mean,WBP144,6,18,0,mean,PWB mean,0.969479461704464
577,LP2 well-being prediction,PWB,mean,WBP145,5.61111111111111,18,0,mean,PWB mean,0.448101924412217
578,LP2 well-being prediction,PWB,mean,WBP146,5.44444444444444,18,0,mean,PWB mean,0.224654408429821
579,LP2 well-being prediction,PWB,mean,WBP147,4.66666666666667,18,0,mean,PWB mean,-0.818100666154661
580,LP2 well-being prediction,PWB,mean,WBP148,6.16666666666667,18,0,mean,PWB mean,1.19292697768686
581,LP2 well-being prediction,PWB,mean,WBP149,4.05555555555556,18,0,mean,PWB mean,-1.63740822475676
582,LP2 well-being prediction,PWB,mean,WBP150,5.55555555555556,18,0,mean,PWB mean,0.37361941908476
583,LP2 well-being prediction,PWB,mean,WBP151,4.72222222222222,36,0,mean,PWB mean,-0.743618160827204
584,LP2 well-being prediction,PWB,mean,WBP152,6,18,0,mean,PWB mean,0.969479461704464
585,LP2 well-being prediction,PWB,mean,WBP153,4.66666666666667,18,0,mean,PWB mean,-0.818100666154661
586,LP2 well-being prediction,PWB,mean,WBP154,4.88888888888889,18,0,mean,PWB mean,-0.520170644844808
587,LP2 well-being prediction,PWB,mean,WBP155,5.44444444444444,18,0,mean,PWB mean,0.224654408429821
588,LP2 well-being prediction,PWB,mean,WBP156,5.16666666666667,18,0,mean,PWB mean,-0.147758118207487
589,LP2 well-being prediction,PWB,mean,WBP157,5.27777777777778,18,0,mean,PWB mean,0.00120689244743949
590,LP2 well-being prediction,PWB,mean,WBP158,5.22222222222222,18,0,mean,PWB mean,-0.0732756128800311
591,LP2 well-being prediction,PWB,mean,WBP159,4.55555555555556,18,0,mean,PWB mean,-0.967065676809586
592,LP2 well-being prediction,PWB,mean,WBP160,4.5,18,0,mean,PWB mean,-1.04154818213706
593,LP2 well-being prediction,PWB,mean,WBP161,4.83333333333333,18,0,mean,PWB mean,-0.594653150172277
594,LP2 well-being prediction,PWB,mean,WBP162,4.38888888888889,18,0,mean,PWB mean,-1.19051319279198
595,LP2 well-being prediction,PWB,mean,WBP163,5.05555555555556,18,0,mean,PWB mean,-0.296723128862413
596,LP2 well-being prediction,PWB,mean,WBP164,5,18,0,mean,PWB mean,-0.371205634189882
597,LP2 well-being prediction,PWB,mean,WBP165,5.55555555555556,18,0,mean,PWB mean,0.37361941908476
598,LP2 well-being prediction,PWB,mean,WBP166,5.11111111111111,18,0,mean,PWB mean,-0.222240623534957
599,LP2 well-being prediction,PWB,mean,WBP167,5.27777777777778,18,0,mean,PWB mean,0.00120689244743949
600,LP2 well-being prediction,PWB,mean,WBP168,6.05555555555556,18,0,mean,PWB mean,1.04396196703193
601,LP2 well-being prediction,PWB,mean,WBP169,4.16666666666667,18,0,mean,PWB mean,-1.48844321410183
602,LP2 well-being prediction,PWB,mean,WBP170,6.38888888888889,18,0,mean,PWB mean,1.49085699899671
603,LP2 well-being prediction,PWB,mean,WBP171,6.5,18,0,mean,PWB mean,1.63982200965164
604,LP2 well-being prediction,PWB,mean,WBP172,4.22222222222222,18,0,mean,PWB mean,-1.41396070877438
605,LP2 well-being prediction,PWB,mean,WBP173,3.44444444444444,18,0,mean,PWB mean,-2.45671578335887
606,LP2 well-being prediction,PWB,mean,WBP174,6.11111111111111,18,0,mean,PWB mean,1.11844447235939
607,LP2 well-being prediction,PWB,mean,WBP175,3.83333333333333,18,0,mean,PWB mean,-1.93533824606662
608,LP2 well-being prediction,PWB,mean,WBP176,4.05555555555556,18,0,mean,PWB mean,-1.63740822475676
609,LP2 well-being prediction,PWB,mean,WBP177,4.88888888888889,18,0,mean,PWB mean,-0.520170644844808
610,LP2 well-being prediction,PWB,mean,WBP178,4.27777777777778,18,0,mean,PWB mean,-1.33947820344691
611,LP2 well-being prediction,PWB,mean,WBP179,4.5,18,0,mean,PWB mean,-1.04154818213706
612,LP2 well-being prediction,PWB,mean,WBP180,6.11111111111111,18,0,mean,PWB mean,1.11844447235939
613,LP2 well-being prediction,PWB,mean,WBP181,5.55555555555556,18,0,mean,PWB mean,0.37361941908476
614,LP2 well-being prediction,PWB,mean,WBP182,5.72222222222222,18,0,mean,PWB mean,0.597066935067142
615,LP2 well-being prediction,PWB,mean,WBP183,4.83333333333333,18,0,mean,PWB mean,-0.594653150172277
616,LP2 well-being prediction,PWB,mean,WBP184,4,18,0,mean,PWB mean,-1.71189073008423
617,LP2 well-being prediction,PWB,mean,WBP185,5.66666666666667,18,0,mean,PWB mean,0.522584429739686
618,LP2 well-being prediction,PWB,mean,WBP186,4.05555555555556,18,0,mean,PWB mean,-1.63740822475676
619,LP2 well-being prediction,PWB,mean,WBP187,4.22222222222222,18,0,mean,PWB mean,-1.41396070877438
620,LP2 well-being prediction,PWB,mean,WBP188,5.72222222222222,36,0,mean,PWB mean,0.597066935067142
621,LP2 well-being prediction,PWB,mean,WBP189,5.94444444444444,18,0,mean,PWB mean,0.894996956376995
622,LP2 well-being prediction,PWB,mean,WBP190,6.33333333333333,18,0,mean,PWB mean,1.41637449366924
623,LP2 well-being prediction,PWB,mean,WBP191,5.27777777777778,18,0,mean,PWB mean,0.00120689244743949
624,LP2 well-being prediction,PWB,mean,WBP192,6.55555555555556,18,0,mean,PWB mean,1.71430451497911
625,LP2 well-being prediction,PWB,mean,WBP193,6.16666666666667,18,0,mean,PWB mean,1.19292697768686
626,LP2 well-being prediction,PWB,mean,WBP194,4.72222222222222,18,0,mean,PWB mean,-0.743618160827204
627,LP2 well-being prediction,PWB,mean,WBP195,4.88888888888889,18,0,mean,PWB mean,-0.520170644844808
628,LP2 well-being prediction,PWB,mean,WBP196,5,18,0,mean,PWB mean,-0.371205634189882
629,LP2 well-being prediction,PWB,mean,WBP197,4.66666666666667,18,0,mean,PWB mean,-0.818100666154661
630,LP2 well-being prediction,PWB,mean,WBP198,4.44444444444444,18,0,mean,PWB mean,-1.11603068746453
631,LP2 well-being prediction,PWB,mean,WBP199,5.27777777777778,18,0,mean,PWB mean,0.00120689244743949
632,LP2 well-being prediction,PWB,mean,WBP200,5.72222222222222,18,0,mean,PWB mean,0.597066935067142
633,LP2 well-being prediction,PWB,mean,WBP201,5.66666666666667,18,0,mean,PWB mean,0.522584429739686
634,LP2 well-being prediction,PWB,mean,WBP202,4.83333333333333,18,0,mean,PWB mean,-0.594653150172277
635,LP2 well-being prediction,PWB,mean,WBP203,6.11111111111111,18,0,mean,PWB mean,1.11844447235939
636,LP2 well-being prediction,PWB,mean,WBP204,6,18,0,mean,PWB mean,0.969479461704464
637,LP2 well-being prediction,PWB,mean,WBP205,3.05555555555556,18,0,mean,PWB mean,-2.97809332065111
638,LP2 well-being prediction,PWB,mean,WBP206,4.72222222222222,18,0,mean,PWB mean,-0.743618160827204
639,LP2 well-being prediction,PWB,mean,WBP207,5.61111111111111,18,0,mean,PWB mean,0.448101924412217
640,LP2 well-being prediction,PWB,mean,WBP208,4.38888888888889,18,0,mean,PWB mean,-1.19051319279198
641,LP2 well-being prediction,PWB,mean,WBP209,5.33333333333333,18,0,mean,PWB mean,0.0756893977748958
642,LP2 well-being prediction,PWB,mean,WBP210,5.55555555555556,18,0,mean,PWB mean,0.37361941908476
643,LP2 well-being prediction,PWB,mean,WBP211,5.44444444444444,18,0,mean,PWB mean,0.224654408429821
644,LP2 well-being prediction,PWB,mean,WBP212,5.05555555555556,18,0,mean,PWB mean,-0.296723128862413
645,LP2 well-being prediction,PWB,mean,WBP213,4.72222222222222,18,0,mean,PWB mean,-0.743618160827204
646,LP2 well-being prediction,PWB,mean,WBP214,6.38888888888889,18,0,mean,PWB mean,1.49085699899671
647,LP2 well-being prediction,PWB,mean,WBP215,4.94444444444444,18,0,mean,PWB mean,-0.445688139517352
648,LP2 well-being prediction,PWB,mean,WBP216,7,18,0,mean,PWB mean,2.31016455759881
649,LP2 well-being prediction,PWB,personal_growth,WBP001,5,3,0,mean,PWB personal_growth,-1.24729916730116
650,LP2 well-being prediction,PWB,personal_growth,WBP002,6.33333333333333,3,0,mean,PWB personal_growth,0.380595818421195
651,LP2 well-being prediction,PWB,personal_growth,WBP003,6,3,0,mean,PWB personal_growth,-0.0263779280093904
652,LP2 well-being prediction,PWB,personal_growth,WBP004,5,3,0,mean,PWB personal_growth,-1.24729916730116
